gene_id,cell type,type
RHOC,hepatocyte,CSE
RHOB,hepatocyte,CSE
RHOF,hepatocyte,CSE
CMSS1,hepatocyte,CSE
PRDM16,hepatocyte,CSE
SLC25A45,hepatocyte,CSE
VAV2,hepatocyte,CSE
HOXD12,hepatocyte,CSE
RBPMS,hepatocyte,CSE
cytochrome_b,hepatocyte,CSE
TAF8,hepatocyte,CSE
HIST1H3A,hepatocyte,CSE
WNT5A,hepatocyte,CSE
GPC6,hepatocyte,CSE
RAD51L1,hepatocyte,CSE
TENM4,hepatocyte,CSE
ABL1,hepatocyte,CSE
NCOR2,hepatocyte,CSE
MIR4492,hepatocyte,CSE
ATP5D,hepatocyte,CSE
BTG1,hepatocyte,CSE
TBC1D1,hepatocyte,CSE
PACS1,hepatocyte,CSE
KDM6B,hepatocyte,CSE
CITED2,hepatocyte,CSE
DUSP1,hepatocyte,CSE
MACF1,hepatocyte,CSE
ZFP36L2,hepatocyte,CSE
DTNB,hepatocyte,CSE
PLCD3,hepatocyte,CSE
BCOR,hepatocyte,CSE
FADS1,hepatocyte,CSE
C1orf77,hepatocyte,CSE
ADM,hepatocyte,CSE
PDZRN3,hepatocyte,CSE
SEMA3B,hepatocyte,CSE
WWTR1,hepatocyte,CSE
TACC2,hepatocyte,CSE
ID2,hepatocyte,CSE
ID3,hepatocyte,CSE
ID1,hepatocyte,CSE
PDE4DIP,hepatocyte,CSE
PITPNM1,hepatocyte,CSE
EMP1,hepatocyte,CSE
TBC1D16,hepatocyte,CSE
TBC1D14,hepatocyte,CSE
CIC,hepatocyte,CSE
TMSB4X,hepatocyte,CSE
KALRN,hepatocyte,CSE
CLEC16A,hepatocyte,CSE
JUNB,hepatocyte,CSE
VCAN,hepatocyte,CSE
TCF7L2,hepatocyte,CSE
CNTNAP1,hepatocyte,CSE
HSPA1B,hepatocyte,CSE
RIPK4,hepatocyte,CSE
ZC3H12A,hepatocyte,CSE
ELF3,hepatocyte,CSE
AVL9,hepatocyte,CSE
CRABP2,hepatocyte,CSE
SLC9A3R2,hepatocyte,CSE
SLC9A3R1,hepatocyte,CSE
AHDC1,hepatocyte,CSE
PXN,hepatocyte,CSE
THSD4,hepatocyte,CSE
VPS13D,hepatocyte,CSE
VPS13B,hepatocyte,CSE
KIAA1539,hepatocyte,CSE
PLS3,hepatocyte,CSE
TRAF4,hepatocyte,CSE
HOOK2,hepatocyte,CSE
PLXNB1,hepatocyte,CSE
CFL1,hepatocyte,CSE
HM13,hepatocyte,CSE
PLEKHG2,hepatocyte,CSE
NFIB,hepatocyte,CSE
ACTN4,hepatocyte,CSE
CHD9,hepatocyte,CSE
CREB3L2,hepatocyte,CSE
NEDD4L,hepatocyte,CSE
CREB3L1,hepatocyte,CSE
CTTNBP2NL,hepatocyte,CSE
SERPINH1,hepatocyte,CSE
NFIX,hepatocyte,CSE
AK094561,hepatocyte,OSE
PPAP2A,hepatocyte,OSE
TMCO3,hepatocyte,OSE
STK16,hepatocyte,OSE
IFNAR2,hepatocyte,OSE
LASP1,hepatocyte,OSE
MFAP4,hepatocyte,OSE
LOC100506190,hepatocyte,OSE
OSTCP1,hepatocyte,OSE
ANP32A,hepatocyte,OSE
CPQ,hepatocyte,OSE
ATPIF1,hepatocyte,OSE
OGDH,hepatocyte,OSE
C1ORF116,hepatocyte,OSE
NAPSB,hepatocyte,OSE
NRIP1,hepatocyte,OSE
GABARAP,hepatocyte,OSE
FSCN1,hepatocyte,OSE
DRAP1,hepatocyte,OSE
LMBRD2,hepatocyte,OSE
WEE1,hepatocyte,OSE
FAM3B,hepatocyte,OSE
B3GALT5,hepatocyte,OSE
PLEC1,hepatocyte,OSE
LOC100131496,hepatocyte,OSE
GRAMD4,hepatocyte,OSE
IWS1,hepatocyte,OSE
IQCK,hepatocyte,OSE
CYP3A5,hepatocyte,OSE
LOC399715,hepatocyte,OSE
SNAP23,hepatocyte,OSE
GM2A,hepatocyte,OSE
TEX2,hepatocyte,OSE
ARHGAP17,hepatocyte,OSE
KIAA0831,hepatocyte,OSE
TMEM45B,hepatocyte,OSE
LGR4,hepatocyte,OSE
FLJ32810,hepatocyte,OSE
UBE2D3,hepatocyte,OSE
HSP90B1,hepatocyte,OSE
C14orf43,hepatocyte,OSE
MGST3,hepatocyte,OSE
MLL5,hepatocyte,OSE
CHKA,hepatocyte,OSE
CHIC2,hepatocyte,OSE
CHCHD1,hepatocyte,OSE
DULLARD,hepatocyte,OSE
NAIF1,hepatocyte,OSE
RNF103-CHMP3,hepatocyte,OSE
JAK1,hepatocyte,OSE
CXXC5,hepatocyte,OSE
HOXB2,hepatocyte,OSE
CXXC4,hepatocyte,OSE
PHRF1,hepatocyte,OSE
DSP,hepatocyte,OSE
MME,hepatocyte,OSE
C21orf56,hepatocyte,OSE
NR2A1,hepatocyte,OSE
ZDHHC7,hepatocyte,OSE
DNAJC2,hepatocyte,OSE
ATAD2,hepatocyte,OSE
LOC440957,hepatocyte,OSE
PDE6A,hepatocyte,OSE
WDFY2,hepatocyte,OSE
SLC22A3,hepatocyte,OSE
KRT18,hepatocyte,OSE
SEPP1,hepatocyte,OSE
KLHL21,hepatocyte,OSE
ACP1,hepatocyte,OSE
KIAA0427,hepatocyte,OSE
SNIP1,hepatocyte,OSE
SMAD7,hepatocyte,OSE
NAPEPLD,hepatocyte,OSE
SMAD3,hepatocyte,OSE
ZNF816-ZNF321P,hepatocyte,OSE
FSBP,hepatocyte,OSE
GPRC5A,hepatocyte,OSE
ITPRIP,hepatocyte,OSE
CDH17,hepatocyte,OSE
SKIDA1,hepatocyte,OSE
ZFHX4-AS1,hepatocyte,OSE
SPARC,hepatocyte,OSE
RBM14,hepatocyte,OSE
S100A4,hepatocyte,OSE
S100A3,hepatocyte,OSE
C6orf186,hepatocyte,OSE
C17orf81,hepatocyte,OSE
CEP41,hepatocyte,OSE
RXRA,hepatocyte,OSE
TNKS1BP1,hepatocyte,OSE
BFAR,hepatocyte,OSE
LOC100506810,hepatocyte,OSE
ARPM1,hepatocyte,OSE
SAR1B,hepatocyte,OSE
YAP1,hepatocyte,OSE
RAB11FIP3,hepatocyte,OSE
RAB11FIP1,hepatocyte,OSE
TPCN1,hepatocyte,OSE
TAF1D,hepatocyte,OSE
NPNT,hepatocyte,OSE
ATP1A1,hepatocyte,OSE
FAM176B,hepatocyte,OSE
TMEM8A,hepatocyte,OSE
TOM1,hepatocyte,OSE
CHMP4B,hepatocyte,OSE
EGFR,hepatocyte,OSE
RBM9,hepatocyte,OSE
HAND2,hepatocyte,OSE
SLC38A1,hepatocyte,OSE
SLC37A1,hepatocyte,OSE
TOB2,hepatocyte,OSE
TMEM41B,hepatocyte,OSE
MAB21L1,hepatocyte,OSE
ESYT2,hepatocyte,OSE
LMCD1,hepatocyte,OSE
KLF6,hepatocyte,OSE
KLF5,hepatocyte,OSE
PSMC2,hepatocyte,OSE
CLRN3,hepatocyte,OSE
PCDH24,hepatocyte,OSE
ITGB1,hepatocyte,OSE
SP3,hepatocyte,OSE
C1orf116,hepatocyte,OSE
CD46,hepatocyte,OSE
ZNF302,hepatocyte,OSE
GANC,hepatocyte,OSE
HGD,hepatocyte,OSE
ST6GALNAC1,hepatocyte,OSE
EGFR-AS1,hepatocyte,OSE
NCK2,hepatocyte,OSE
BNC2,hepatocyte,OSE
HCPE-R,hepatocyte,OSE
C6orf89,hepatocyte,OSE
CYB5A,hepatocyte,OSE
SLC1A1,hepatocyte,OSE
SLC1A3,hepatocyte,OSE
TM4SF1,hepatocyte,OSE
MPC2,hepatocyte,OSE
IPMK,hepatocyte,OSE
FNBP1,hepatocyte,OSE
SPRED2,hepatocyte,OSE
BC039364,hepatocyte,OSE
HNF1B,hepatocyte,OSE
C20orf94,hepatocyte,OSE
B3GNT1,hepatocyte,OSE
TTRAP,hepatocyte,OSE
NFE2L1,hepatocyte,OSE
SLC12A7,hepatocyte,OSE
BC038188,hepatocyte,OSE
HDGF,hepatocyte,OSE
SPIN1,hepatocyte,OSE
METTL7A,hepatocyte,OSE
PIP4K2B,hepatocyte,OSE
CRISPLD2,hepatocyte,OSE
TBCCD1,hepatocyte,OSE
TMUB1,hepatocyte,OSE
DAAM1,hepatocyte,OSE
LPP,hepatocyte,OSE
SGK493,hepatocyte,OSE
THOC2,hepatocyte,OSE
PTTG1IP,hepatocyte,OSE
FN1,hepatocyte,OSE
STOM,hepatocyte,OSE
ARID1A,hepatocyte,OSE
SLC2A2,hepatocyte,OSE
SLC2A1,hepatocyte,OSE
GNG3,hepatocyte,OSE
LEPROTL1,hepatocyte,OSE
PAK1,hepatocyte,OSE
STRADB,hepatocyte,OSE
BX648502,hepatocyte,OSE
LITAF,hepatocyte,OSE
SNX5,hepatocyte,OSE
PCED1B,hepatocyte,OSE
SERINC5,hepatocyte,OSE
METRNL,hepatocyte,OSE
AMAC1L3,hepatocyte,OSE
RRAS,hepatocyte,OSE
LAMB1,hepatocyte,OSE
ZNF608,hepatocyte,OSE
TULP1,hepatocyte,OSE
CSRNP1,hepatocyte,OSE
LINC00578,hepatocyte,OSE
ITPKA,hepatocyte,OSE
ITPKC,hepatocyte,OSE
C10orf58,hepatocyte,OSE
TRAF3IP2,hepatocyte,OSE
ANXA11,hepatocyte,OSE
C11orf54,hepatocyte,OSE
IRF2,hepatocyte,OSE
EGLN1,hepatocyte,OSE
DQ141194,hepatocyte,OSE
CYP27A1,hepatocyte,OSE
PFN1,hepatocyte,OSE
TMEM217,hepatocyte,OSE
SRRD,hepatocyte,OSE
VPS54,hepatocyte,OSE
HDAC7,hepatocyte,OSE
C17orf106,hepatocyte,OSE
ZFHX4,hepatocyte,OSE
UBL4A,hepatocyte,OSE
SH3BP4,hepatocyte,OSE
MAGT1,hepatocyte,OSE
MALAT1,hepatocyte,OSE
TMEM150A,hepatocyte,OSE
IFT140,hepatocyte,OSE
SET,hepatocyte,OSE
TMEM14C,hepatocyte,OSE
WDR26,hepatocyte,OSE
CYB5D2,hepatocyte,OSE
LINC00340,hepatocyte,OSE
C1orf151,hepatocyte,OSE
BC037918,hepatocyte,OSE
ETFB,hepatocyte,OSE
PHACTR2,hepatocyte,OSE
LOC221710,hepatocyte,OSE
JOSD1,hepatocyte,OSE
REEP3,hepatocyte,OSE
NDOR1,hepatocyte,OSE
ZNF33B,hepatocyte,OSE
C18orf1,hepatocyte,OSE
F2RL1,hepatocyte,OSE
RNF145,hepatocyte,OSE
ST6GAL1,hepatocyte,OSE
PRDX6,hepatocyte,OSE
TCEB1,hepatocyte,OSE
SC4MOL,hepatocyte,OSE
PITX1,hepatocyte,OSE
RNF32,hepatocyte,OSE
CEBPG,hepatocyte,OSE
ADCK4,hepatocyte,OSE
SH3RF1,hepatocyte,OSE
POR,hepatocyte,OSE
FASTK,hepatocyte,OSE
ETS1,hepatocyte,OSE
ARHGDIB,hepatocyte,OSE
MED18,hepatocyte,OSE
CCT6A,hepatocyte,OSE
PACSIN2,hepatocyte,OSE
AK098067,hepatocyte,OSE
ZBTB4,hepatocyte,OSE
LSM7,hepatocyte,OSE
CDC42EP5,hepatocyte,OSE
HIST1H3D,hepatocyte,OSE
GLRX,hepatocyte,OSE
TUBA4A,hepatocyte,OSE
HIST1H3H,hepatocyte,OSE
PBX2,hepatocyte,OSE
TOE1,hepatocyte,OSE
ETAA1,hepatocyte,OSE
SLC16A4,hepatocyte,OSE
ZNF91,hepatocyte,OSE
PTCH1,hepatocyte,OSE
ADD3,hepatocyte,OSE
ACTG1,hepatocyte,OSE
ADD1,hepatocyte,OSE
CDKN2AIP,hepatocyte,OSE
SIVA1,hepatocyte,OSE
ATF7IP,hepatocyte,OSE
RAPGEF5,hepatocyte,OSE
PKDCC,hepatocyte,OSE
RAPGEF2,hepatocyte,OSE
APCDD1,hepatocyte,OSE
C7orf58,hepatocyte,OSE
FURIN,hepatocyte,OSE
MAP3K8,hepatocyte,OSE
GADD45A,hepatocyte,OSE
CBFA2T2,hepatocyte,OSE
IRF2BP2,hepatocyte,OSE
MAPRE1,hepatocyte,OSE
CTSB,hepatocyte,OSE
RPL14,hepatocyte,OSE
B4GALT1,hepatocyte,OSE
C2ORF61,hepatocyte,OSE
RPL18,hepatocyte,OSE
CARHSP1,hepatocyte,OSE
B4GALT2,hepatocyte,OSE
SNRPD3,hepatocyte,OSE
ZFAS1,hepatocyte,OSE
KIF5B,hepatocyte,OSE
LOC100132354,hepatocyte,OSE
RAI14,hepatocyte,OSE
PTPN14,hepatocyte,OSE
SPEN,hepatocyte,OSE
MAFK,hepatocyte,OSE
ZBTB22,hepatocyte,OSE
PRRX2,hepatocyte,OSE
HSPG2,hepatocyte,OSE
MED25,hepatocyte,OSE
MED26,hepatocyte,OSE
CRTC3,hepatocyte,OSE
IFNGR2,hepatocyte,OSE
SKI,hepatocyte,OSE
DAXX,hepatocyte,OSE
VPS37C,hepatocyte,OSE
PDPN,hepatocyte,OSE
CLDND2,hepatocyte,OSE
DNAJB11,hepatocyte,OSE
BC040833,hepatocyte,OSE
SCNN1A,hepatocyte,OSE
TMEM70,hepatocyte,OSE
CDK4,hepatocyte,OSE
NARF,hepatocyte,OSE
B4GALT5,hepatocyte,OSE
DNMBP-AS1,hepatocyte,OSE
TSHZ1,hepatocyte,OSE
GRLF1,hepatocyte,OSE
TESSP1,hepatocyte,OSE
PKNOX1,hepatocyte,OSE
PHF23,hepatocyte,OSE
UBE2H,hepatocyte,OSE
UBE2M,hepatocyte,OSE
LENG9,hepatocyte,OSE
MRPS24,hepatocyte,OSE
C17orf59,hepatocyte,OSE
VSIG10,hepatocyte,OSE
GLB1L,hepatocyte,OSE
UNC84A,hepatocyte,OSE
C6orf211,hepatocyte,OSE
SMIM14,hepatocyte,OSE
MYO1C,hepatocyte,OSE
MSRB2,hepatocyte,OSE
C15orf38,hepatocyte,OSE
TBX4,hepatocyte,OSE
TBX5,hepatocyte,OSE
RAF1,hepatocyte,OSE
CD9,hepatocyte,OSE
POFUT1,hepatocyte,OSE
SLC10A3,hepatocyte,OSE
ZNF532,hepatocyte,OSE
TMEM203,hepatocyte,OSE
TMEM204,hepatocyte,OSE
LINC00299,hepatocyte,OSE
DSG2,hepatocyte,OSE
FTH1,hepatocyte,OSE
DPM3,hepatocyte,OSE
DSG4,hepatocyte,OSE
NDN,hepatocyte,OSE
RABGEF1,hepatocyte,OSE
EFNA1,hepatocyte,OSE
PLEKHM2,hepatocyte,OSE
OCLN,hepatocyte,OSE
NT5DC2,hepatocyte,OSE
TMEM87A,hepatocyte,OSE
AKIRIN2,hepatocyte,OSE
C14orf93,hepatocyte,OSE
PPP1R15A,hepatocyte,OSE
CDC2L5,hepatocyte,OSE
KIAA0406,hepatocyte,OSE
TRIM71,hepatocyte,OSE
LIMK1,hepatocyte,OSE
S100P,hepatocyte,OSE
FOXO3,hepatocyte,OSE
TEAD3,hepatocyte,OSE
HLA-DRB5,hepatocyte,OSE
PRICKLE2,hepatocyte,OSE
MANBAL,hepatocyte,OSE
RNF170,hepatocyte,OSE
TMEM37,hepatocyte,OSE
GLT8D4,hepatocyte,OSE
ZCCHC3,hepatocyte,OSE
ANXA1,hepatocyte,OSE
ANXA3,hepatocyte,OSE
ZBTB7A,hepatocyte,OSE
MIR548Q,hepatocyte,OSE
C17orf68,hepatocyte,OSE
HSPB8,hepatocyte,OSE
C19orf33,hepatocyte,OSE
ATP1B1,hepatocyte,OSE
INO80C,hepatocyte,OSE
SQSTM1,hepatocyte,OSE
UPP1,hepatocyte,OSE
KIAA0913,hepatocyte,OSE
RHPN2,hepatocyte,OSE
OAZ2,hepatocyte,OSE
PON2,hepatocyte,OSE
C3orf21,hepatocyte,OSE
BCL9,hepatocyte,OSE
C3orf26,hepatocyte,OSE
LOC285768,hepatocyte,OSE
BCL3,hepatocyte,OSE
C14ORF182,hepatocyte,OSE
FAM213A,hepatocyte,OSE
TM2D2,hepatocyte,OSE
KCNE4,hepatocyte,OSE
CLMN,hepatocyte,OSE
GLG1,hepatocyte,OSE
LYRM1,hepatocyte,OSE
CHMP2A,hepatocyte,OSE
S100A16,hepatocyte,OSE
SPINT2,hepatocyte,OSE
ITSN1,hepatocyte,OSE
WWC1,hepatocyte,OSE
GNB2L1,hepatocyte,OSE
BC016972,hepatocyte,OSE
SEPT11,hepatocyte,OSE
ENTPD5,hepatocyte,OSE
SPAG7,hepatocyte,OSE
RANGAP1,hepatocyte,OSE
ZNF367,hepatocyte,OSE
ENPP1,hepatocyte,OSE
TSPAN3,hepatocyte,OSE
TSPAN5,hepatocyte,OSE
KCTD10,hepatocyte,OSE
MANBA,hepatocyte,OSE
FLJ37453,hepatocyte,OSE
ZADH2,hepatocyte,OSE
ACSL5,hepatocyte,OSE
ATP8B1,hepatocyte,OSE
KDM5B,hepatocyte,OSE
TRAK2,hepatocyte,OSE
LINC00918,hepatocyte,OSE
PCMT1,hepatocyte,OSE
G6PC3,hepatocyte,OSE
NFKBIZ,hepatocyte,OSE
ST14,hepatocyte,OSE
C9orf3,hepatocyte,OSE
CSDA,hepatocyte,OSE
C5orf62,hepatocyte,OSE
KBTBD2,hepatocyte,OSE
RAC1,hepatocyte,OSE
CPA5,hepatocyte,OSE
PCBP1,hepatocyte,OSE
C9orf102,hepatocyte,OSE
MYD88,hepatocyte,OSE
PDIA5,hepatocyte,OSE
FAM118A,hepatocyte,OSE
HIST1H2BD,hepatocyte,OSE
DCUN1D3,hepatocyte,OSE
PAK1IP1,hepatocyte,OSE
DAG1,hepatocyte,OSE
HIST1H2BC,hepatocyte,OSE
HIST1H2BL,hepatocyte,OSE
PELI1,hepatocyte,OSE
KIF3B,hepatocyte,OSE
C10orf140,hepatocyte,OSE
SDC4,hepatocyte,OSE
PRODH,hepatocyte,OSE
KIAA0564,hepatocyte,OSE
PKM2,hepatocyte,OSE
RAD23B,hepatocyte,OSE
POF1B,hepatocyte,OSE
FAM120A,hepatocyte,OSE
MUTYH,hepatocyte,OSE
CCNG1,hepatocyte,OSE
AK057332,hepatocyte,OSE
TBC1D9,hepatocyte,OSE
RAG1AP1,hepatocyte,OSE
FZD3,hepatocyte,OSE
ZNF626,hepatocyte,OSE
CYP2B6,hepatocyte,OSE
CNKSR3,hepatocyte,OSE
LINC00114,hepatocyte,OSE
HNRNPL,hepatocyte,OSE
PPP1R12C,hepatocyte,OSE
ALDH18A1,hepatocyte,OSE
RASA3,hepatocyte,OSE
PLEKHG3,hepatocyte,OSE
MTHFR,hepatocyte,OSE
HIST1H1E,hepatocyte,OSE
SIL1,hepatocyte,OSE
ADTRP,hepatocyte,OSE
ID3,hepatocyte,OSE
MGME1,hepatocyte,OSE
AIG1,hepatocyte,OSE
MOBKL2B,hepatocyte,OSE
MAK10,hepatocyte,OSE
HIVEP2,hepatocyte,OSE
HDHD3,hepatocyte,OSE
SSRP1,hepatocyte,OSE
C20orf72,hepatocyte,OSE
PFTK1,hepatocyte,OSE
PDE9A,hepatocyte,OSE
HIST1H2AJ,hepatocyte,OSE
HIST1H2AD,hepatocyte,OSE
PUSL1,hepatocyte,OSE
HIST1H2AC,hepatocyte,OSE
HADHB,hepatocyte,OSE
CDR2,hepatocyte,OSE
LSM10,hepatocyte,OSE
ZNF552,hepatocyte,OSE
DISP1,hepatocyte,OSE
MPPE1,hepatocyte,OSE
SIN3A,hepatocyte,OSE
HOOK3,hepatocyte,OSE
TMPRSS2,hepatocyte,OSE
OSTCL,hepatocyte,OSE
TBX5-AS1,hepatocyte,OSE
NAGA,hepatocyte,OSE
SNRPA,hepatocyte,OSE
BCL10,hepatocyte,OSE
FOXN3,hepatocyte,OSE
SEC22B,hepatocyte,OSE
RNF167,hepatocyte,OSE
APPL2,hepatocyte,OSE
EZR,hepatocyte,OSE
AK296947,hepatocyte,OSE
GNA12,hepatocyte,OSE
TSGA14,hepatocyte,OSE
SCAF1,hepatocyte,OSE
IFFO1,fibroblast-dermis,CSE
TNXB,fibroblast-dermis,CSE
SBF2,fibroblast-dermis,CSE
UBAC2,fibroblast-dermis,CSE
UQCC,fibroblast-dermis,CSE
SMG6,fibroblast-dermis,CSE
BLOC1S1,fibroblast-dermis,CSE
PPP2R4,fibroblast-dermis,CSE
ZC3H10,fibroblast-dermis,CSE
IRAK2,fibroblast-dermis,CSE
VAC14,fibroblast-dermis,CSE
SP9,fibroblast-dermis,CSE
IGF1R,fibroblast-dermis,CSE
DIAPH1,fibroblast-dermis,CSE
ARHGEF17,fibroblast-dermis,CSE
CAMK2D,fibroblast-dermis,CSE
GALNT15,fibroblast-dermis,CSE
PCDHGC5,fibroblast-dermis,CSE
NEAT1,fibroblast-dermis,CSE
ERGIC1,fibroblast-dermis,CSE
SGK1,fibroblast-dermis,CSE
AKAP2,fibroblast-dermis,CSE
CCND1,fibroblast-dermis,CSE
TRAPPC3,fibroblast-dermis,CSE
GADD45GIP1,fibroblast-dermis,CSE
COLEC12,fibroblast-dermis,CSE
ARHGAP10,fibroblast-dermis,CSE
MAF,fibroblast-dermis,CSE
CSRP1,fibroblast-dermis,CSE
MMP14,fibroblast-dermis,CSE
CAPZB,fibroblast-dermis,CSE
MIR548F5,fibroblast-dermis,CSE
CDKN1B,fibroblast-dermis,CSE
ITGA5,fibroblast-dermis,CSE
MYO18A,fibroblast-dermis,CSE
COL3A1,fibroblast-dermis,CSE
SWAP70,fibroblast-dermis,CSE
PHLDA1,fibroblast-dermis,CSE
KCNMA1,fibroblast-dermis,CSE
FBXL14,fibroblast-dermis,CSE
SNX33,fibroblast-dermis,CSE
C7ORF10,fibroblast-dermis,CSE
PDLIM2,fibroblast-dermis,CSE
HOXB2,fibroblast-dermis,CSE
HOXB3,fibroblast-dermis,CSE
DST,fibroblast-dermis,CSE
HOXB6,fibroblast-dermis,CSE
HOXB4,fibroblast-dermis,CSE
HOXB5,fibroblast-dermis,CSE
HOXC11,fibroblast-dermis,CSE
HOXC10,fibroblast-dermis,CSE
COL4A2,fibroblast-dermis,CSE
COL4A1,fibroblast-dermis,CSE
ZEB1,fibroblast-dermis,CSE
SLC39A7,fibroblast-dermis,CSE
TNK2,fibroblast-dermis,CSE
KIAA1949,fibroblast-dermis,CSE
RING1,fibroblast-dermis,CSE
CCDC85B,fibroblast-dermis,CSE
FLOT1,fibroblast-dermis,CSE
FLNB,fibroblast-dermis,CSE
ATXN1,fibroblast-dermis,CSE
SMAD6,fibroblast-dermis,CSE
SRGAP1,fibroblast-dermis,CSE
LETM2,fibroblast-dermis,CSE
SHROOM3,fibroblast-dermis,CSE
AKAP13,fibroblast-dermis,CSE
NDUFAF3,fibroblast-dermis,CSE
POLM,fibroblast-dermis,CSE
RGMB,fibroblast-dermis,CSE
LHFPL2,fibroblast-dermis,CSE
CDC7,fibroblast-dermis,CSE
NEDD9,fibroblast-dermis,CSE
ITPRIP,fibroblast-dermis,CSE
NR2F2,fibroblast-dermis,CSE
SPARC,fibroblast-dermis,CSE
ERC1,fibroblast-dermis,CSE
S100A5,fibroblast-dermis,CSE
S100A4,fibroblast-dermis,CSE
LIMD1,fibroblast-dermis,CSE
S100A6,fibroblast-dermis,CSE
S100A3,fibroblast-dermis,CSE
LAMA4,fibroblast-dermis,CSE
AK024736,fibroblast-dermis,CSE
CCBE1,fibroblast-dermis,CSE
MECP2,fibroblast-dermis,CSE
RXRB,fibroblast-dermis,CSE
IRX5,fibroblast-dermis,CSE
SH2B3,fibroblast-dermis,CSE
BC089451,fibroblast-dermis,CSE
ARID5B,fibroblast-dermis,CSE
MPRIP,fibroblast-dermis,CSE
LMO4,fibroblast-dermis,CSE
AK5,fibroblast-dermis,CSE
NTM,fibroblast-dermis,CSE
CXXC5,fibroblast-dermis,CSE
RUNX1T1,fibroblast-dermis,CSE
MPDU1,fibroblast-dermis,CSE
EEF1A1,fibroblast-dermis,CSE
ARHGEF12,fibroblast-dermis,CSE
ERF,fibroblast-dermis,CSE
CHAF1A,fibroblast-dermis,CSE
TTC7A,fibroblast-dermis,CSE
ZMYND8,fibroblast-dermis,CSE
MYOF,fibroblast-dermis,CSE
RPTOR,fibroblast-dermis,CSE
KAZN,fibroblast-dermis,CSE
TWIST1,fibroblast-dermis,CSE
RDH5,fibroblast-dermis,CSE
IMPDH2,fibroblast-dermis,CSE
ST5,fibroblast-dermis,CSE
SLIT3,fibroblast-dermis,CSE
SLIT2,fibroblast-dermis,CSE
SIPA1L3,fibroblast-dermis,CSE
ITGB5,fibroblast-dermis,CSE
LTBP2,fibroblast-dermis,CSE
LTBP1,fibroblast-dermis,CSE
QRICH1,fibroblast-dermis,CSE
MDC1,fibroblast-dermis,CSE
FBN1,fibroblast-dermis,CSE
NRP1,fibroblast-dermis,CSE
DKK3,fibroblast-dermis,CSE
MAD1L1,fibroblast-dermis,CSE
MAP3K12,fibroblast-dermis,CSE
PNKD,fibroblast-dermis,CSE
ZNF395,fibroblast-dermis,CSE
SLC1A2,fibroblast-dermis,CSE
IQCJ-SCHIP1,fibroblast-dermis,CSE
TIMP2,fibroblast-dermis,CSE
DAB2,fibroblast-dermis,CSE
UBXN11,fibroblast-dermis,CSE
ADAMTS6,fibroblast-dermis,CSE
RARG,fibroblast-dermis,CSE
ADAMTS2,fibroblast-dermis,CSE
NFE2L1,fibroblast-dermis,CSE
ARHGEF2,fibroblast-dermis,CSE
PLXND1,fibroblast-dermis,CSE
LIPA,fibroblast-dermis,CSE
IFITM2,fibroblast-dermis,CSE
IFITM1,fibroblast-dermis,CSE
EXT1,fibroblast-dermis,CSE
DAAM2,fibroblast-dermis,CSE
SYNJ2,fibroblast-dermis,CSE
C17orf49,fibroblast-dermis,CSE
SSH1,fibroblast-dermis,CSE
SNAI2,fibroblast-dermis,CSE
KIRREL3,fibroblast-dermis,CSE
SNAI1,fibroblast-dermis,CSE
CENPP,fibroblast-dermis,CSE
RFX2,fibroblast-dermis,CSE
DDAH1,fibroblast-dermis,CSE
SLC8A1,fibroblast-dermis,CSE
STARD13,fibroblast-dermis,CSE
NFATC4,fibroblast-dermis,CSE
CEP68,fibroblast-dermis,CSE
SCHIP1,fibroblast-dermis,CSE
ARHGEF10L,fibroblast-dermis,CSE
LINC00607,fibroblast-dermis,CSE
ADAMTSL4,fibroblast-dermis,CSE
LAYN,fibroblast-dermis,CSE
NBL1,fibroblast-dermis,CSE
POP1,fibroblast-dermis,CSE
EN1,fibroblast-dermis,CSE
RUNX1,fibroblast-dermis,CSE
PRKG1,fibroblast-dermis,CSE
FAM129B,fibroblast-dermis,CSE
TNS1,fibroblast-dermis,CSE
PPP1R9B,fibroblast-dermis,CSE
TCF4,fibroblast-dermis,CSE
DPYSL2,fibroblast-dermis,CSE
SMYD4,fibroblast-dermis,CSE
IGFBP4,fibroblast-dermis,CSE
BCAR1,fibroblast-dermis,CSE
BCAR3,fibroblast-dermis,CSE
EPOR,fibroblast-dermis,CSE
EGLN2,fibroblast-dermis,CSE
SEMA5A,fibroblast-dermis,CSE
SH3TC2,fibroblast-dermis,CSE
TUBB,fibroblast-dermis,CSE
BTD,fibroblast-dermis,CSE
NUTF2,fibroblast-dermis,CSE
PDGFRB,fibroblast-dermis,CSE
PDGFRA,fibroblast-dermis,CSE
TMEM136,fibroblast-dermis,CSE
FILIP1L,fibroblast-dermis,CSE
CIRBP,fibroblast-dermis,CSE
PDGFRL,fibroblast-dermis,CSE
SAMD4A,fibroblast-dermis,CSE
RPL41,fibroblast-dermis,CSE
AX747619,fibroblast-dermis,CSE
TPM1,fibroblast-dermis,CSE
HAS2,fibroblast-dermis,CSE
TGFBR3,fibroblast-dermis,CSE
SH3RF3,fibroblast-dermis,CSE
CKS2,fibroblast-dermis,CSE
LOC653513,fibroblast-dermis,CSE
MIR100HG,fibroblast-dermis,CSE
COL5A2,fibroblast-dermis,CSE
PHF20,fibroblast-dermis,CSE
RASSF8,fibroblast-dermis,CSE
